question,predicted
The infantry rifle regiment of the British Army that Talaiasi Labalaba served in was first created in what year?,What year was the infantry rifle regiment of the British Army first created?
How many Academy Awards did the film in which Jimmy Bryant provided the singing voice for the character Tony win ?,What was the highest award for the film that featured the singing voice of Tony in?
What program responsible for the Health Insurance Portability and Accountability Act works with AHCCS?,What federal agency administers the Medicaid program in the state of Arizona?
What movie genre does both The Trials of Life and Human belong to?,The Trials of Life and Human are which type of media?
Aughton Park railway station is on a branch of the Northern Line how far from Liverpool?,What is the location of the station in Aughton Park that is an interchange between Mer
Larry Porter was formerly assistant head coach under what  American coach that served as head coach at Louisiana State University from 2005 to 2016,What coach served as head coach at Louisiana State University from 2005 to 2016?
What was the event where Jacob Minah had his personal best also known as?,What was the event where the gold medalist set his personal best in the event (8099
Migene González-Wippler is leading expert on a religion that developed among which ethnic group ?,Migene González-Wippler is a Puerto Rican new
Are both Leycesteria and Anigozanthos native to Australia?,Are Leycesteria and Anigozanthos both genus of plants
What was the Volvo S70 essentially modeled after and was the first all wheel drive Volvo?,Which car was the first front-wheel drive vehicle from Volvo to be sold in North America?
Who was born first Helen Jonas-Rosenzweig or Amon Göth?,Helen Jonas-Rosenzweig was forced to work as a mai
Between Greyia and Calibanus which genus contains more species?,Which genus contains more species Greyia or Calibanus?
Corbin Sinclair Bryant played for the Buffalo Bills and what other NFL team that was founded in 1933 and is the oldest franchise in the AFC?,What franchise in the AFC was founded in 1933 that played with Bill Gates?
The 2008 IIHF World Championship rosters recognized the top defenceman as which Canadian professional ice hockey defenceman who at times has been utilized as a forward currently playing for the San Jose Sharks of the National Hockey League (NHL)?,Who is the top defenceman of the San Jose Sharks?
Were both Prince and Patty Jenkins have been inducted into the Rock and Roll Hall of Fame?,Are the two women who were inducted into the Rock and Roll Hall of Fame in 2004?
literary magazine Okyeame was inspired by this first prime Minister of Ghana whom led Ghana to independence from what country?,What country did the first prime minister of Ghana lead to independence from in 1957?
What was the nationality of the Lonely Hearts Killers?,What nationality is the film based on the true story of the notorious Lonely Heart
Black Star is the debut fragrance by a singer-songwriter that has sold approximately how many albums worldwide?,Black Star is the debut fragrance by French-Canadian singer-songwriter Avril
Kiskiack is a building that still stands at what York County Virginia naval base?,Kiskiack (Lee House) is the name of an early 17th-century brick
Which band opened for more major international acts Blessid Union of Souls or Blue Peter?,Which band was formed first Blessid Union of Souls or Blue Peter?
Are Tantrix and Personal Preference both types of games?,Are Tantrix and Personal Preference both board games?
Both Olaf Eller and Lars Eller are involved in which sport?,Olaf Eller and Lars Fosgaard Eller are both in what sport
Meomi Design works include The Octonauts book series how did the adaptations of the series continue? ,What is the name of the British children's television series produced by Silvergate Media?
When was the only long-term psychiatric hospital operated founded in a county in the USA with a population of 9298 in 2010?,What year was the birth year of the hospital that was founded by the Territorial Government of
What South Korean girl group formed by S.M. Entertainment recorded the Korean language song Lion Heart?,Lion Heart is the fifth Korean language studio album recorded by which South Korean girl group formed by S
Which star of the 1986 movie Castaway was an owner of a Panther De Ville?,The De Ville was conceived by which English actor known for his upper-middle class
Which space mission did the man in which the Onizuka Prop Wash Award is named after perish?,The honoree from each class is selected by his or her fellow students rather than by school
Angry Dad The Movie  was first introduced in what episode of The Simpsons That was the eighteenth episode of the thirteenth season,Which episode of The Simpsons is the eighteenth episode of The Simpsons?
In the seventh-largest country in Africa what is the oil prodcution of the city at the mouth of the Congo River?,What is the estimated oil production in the seventh-largest country in Africa in the province
Who was born first Adrian McLaren or Ryan McLaren?,Who is older Adrian McLaren or Ryan McLaren?
What is the weight limit of the weight class that Takeyasu Hirono fights in?,What weight did Takeyasu Hirono compete in?
