question,predicted
In what ecclesiastical province is Stephen Conway currently part of?,The Bishop of Ely is the ordinary of the Church of England Diocese of Ely in
Who is younger Wayne Coyne or Toshiko Koshijima?,Who is older Wayne Coyne or Toshiko Koshijima?
In the Morpeth Arms pub in London there's a Spying Room with a view overlooking the headquarters of which organisation?,The Spying Room now contains a good view of the headquarters of which United Kingdom's
Which band formed first Duran Duran or The Fratellis?,Which band was formed first Duran Duran or The Fratellis?
The infantry rifle regiment of the British Army that Talaiasi Labalaba served in was first created in what year?,In what year was the regiment that Labalaba initially served in created?
How many Academy Awards did the film in which Jimmy Bryant provided the singing voice for the character Tony win ?,How many Academy Awards did Tony Robbins win in the 1961 film musical West Side Story?
What program responsible for the Health Insurance Portability and Accountability Act works with AHCCS?,The Arizona Health Care Cost Containment System (AHCCCS) is a joint program
What movie genre does both The Trials of Life and Human belong to?,The Trials of Life and Human are which type of media?
Aughton Park railway station is on a branch of the Northern Line how far from Liverpool?,Aughton Park railway station is a railway station in Aughton Lancashire
Larry Porter was formerly assistant head coach under what  American coach that served as head coach at Louisiana State University from 2005 to 2016,Who was the head coach of Memphis State University from 2005 to 2016 and at Oklahoma State
What was the event where Jacob Minah had his personal best also known as?,What Summer Universiade took place in Bangkok Thailand?
Migene González-Wippler is leading expert on a religion that developed among which ethnic group ?,Migene González-Wippler is a leading expert on the Af
Are both Leycesteria and Anigozanthos native to Australia?,Are Leycesteria and Anigozanthos both types of plants?
What was the Volvo S70 essentially modeled after and was the first all wheel drive Volvo?,What was the first front-wheel drive vehicle from Volvo to be sold in North America
Who was born first Helen Jonas-Rosenzweig or Amon Göth?,Helen Jonas-Rosenzweig was forced to work as a maid for
Between Greyia and Calibanus which genus contains more species?,Which genus contains more species Greyia or Calibanus?
Corbin Sinclair Bryant played for the Buffalo Bills and what other NFL team that was founded in 1933 and is the oldest franchise in the AFC?,What is the name of the oldest franchise in the AFC founded in 1933?
The 2008 IIHF World Championship rosters recognized the top defenceman as which Canadian professional ice hockey defenceman who at times has been utilized as a forward currently playing for the San Jose Sharks of the National Hockey League (NHL)?,Which Canadian professional ice hockey defenceman was selected as top goaltender by the San Jose Sharks
Were both Prince and Patty Jenkins have been inducted into the Rock and Roll Hall of Fame?,Are Pat Jenkins and Patricia Jenkins both film directors?
literary magazine Okyeame was inspired by this first prime Minister of Ghana whom led Ghana to independence from what country?,What country did the first Prime Minister of Ghana lead Ghana to independence from?
What was the nationality of the Lonely Hearts Killers?,Lonely Hearts is a 2006 American film based on the true story of the notorious
Black Star is the debut fragrance by a singer-songwriter that has sold approximately how many albums worldwide?,Black Star is the debut fragrance by a Canadian singer-songwriter who has sold how
Kiskiack is a building that still stands at what York County Virginia naval base?,What United States Navy base in York County James City County and Newport News in the Hampton
Which band opened for more major international acts Blessid Union of Souls or Blue Peter?,Which band was formed first Blessid Union of Souls or Blue Peter?
Are Tantrix and Personal Preference both types of games?,Are Tantrix and Personal Preference both board games?
Both Olaf Eller and Lars Eller are involved in which sport?,Olaf Eller and Lars Fosgaard Eller have which mutual occupation?
Meomi Design works include The Octonauts book series how did the adaptations of the series continue? ,Meomi Design Inc is a Canadian/American design studio based in Vancouver and Los Angeles
When was the only long-term psychiatric hospital operated founded in a county in the USA with a population of 9298 in 2010?,What year was the hospital founded by the Territorial Government of Montana?
What South Korean girl group formed by S.M. Entertainment recorded the Korean language song Lion Heart?,Lion Heart is the fifth Korean language studio album recorded by which South Korean girl group
Which star of the 1986 movie Castaway was an owner of a Panther De Ville?,The De Ville was conceived by Robert Jankel to appeal to the taste of n
Which space mission did the man in which the Onizuka Prop Wash Award is named after perish?,The honoree from each class is selected by his or her fellow students rather than
Angry Dad The Movie  was first introduced in what episode of The Simpsons That was the eighteenth episode of the thirteenth season,Which episode of The Simpsons was first introduced in?
In the seventh-largest country in Africa what is the oil prodcution of the city at the mouth of the Congo River?,What is the estimate of the oil-producing region in the seventh-largest country in
Who was born first Adrian McLaren or Ryan McLaren?,Who is older Adrian McLaren or Ryan McLaren?
